summary_nr,report_id,event_date,age,sex,event_desc,event_keyword,const_end_use,build_stories,nonbuild_ht,project_cost,project_type,rel_insp_nr,event_type,occ_code,const_op_cause,fat_cause,fall_distance,fall_ht,injury_line_nr,Category
221578214,522300,7/5/2023,40,M,Employee is killed when entangled in stump grinder,"Bleeding,Broken Bone,Entangled,Fracture,Grinding Machine,Laceration,Landscaper,Landscaping,Tree Stumping",,,,,,346814676,1,889.0,,,,,1,Construction/Material Handling
221578248,728500,7/5/2023,19,M,Employee dies for unknown reason,"Auger,CPR,Digger/Derrick,Utility Pole",O,,8.0,,C,346814619,12,,16.0,,,,1,Other
221578602,625400,7/5/2023,72,M,Employee is killed when crushed by bus,"Activated,Brake,Crushed,Pinned,Troubleshooting,Valve",,,,,,346816440,1,505.0,,,,,1,Crushed/Caught Between
221581663,253420,7/5/2023,45,M,"Two employees die, two employees are injured while fire fighting","Cardiac Arrest,Cardiovasc System,Communication,Face,Fire,Fire Brigade/Department,Fire Fighter,Foot,Head,Heat Exhaustion,High Temperature,Lung,Respiratory,Respiratory Tract,Scba,Ship,Shipyard,Smoke,Smo",,,,,,346823826,12,7022.0,,,,,3,Medical Events
221581663,253420,7/5/2023,49,M,"Two employees die, two employees are injured while fire fighting","Cardiac Arrest,Cardiovasc System,Communication,Face,Fire,Fire Brigade/Department,Fire Fighter,Foot,Head,Heat Exhaustion,High Temperature,Lung,Respiratory,Respiratory Tract,Scba,Ship,Shipyard,Smoke,Smo",,,,,,346823826,2,7022.0,,,,,4,Medical Events
221583768,950635,7/5/2023,62,M,Employee dies after struck in face by metal clip,"Concrete Floor,Cut,Face,Fall,Fall On Same Level,Flying Object,Head,Metal,Pulled In,Rope,Struck By,Tree Trimming,Wood,Wood Chips",,,,,,346856248,1,486.0,,,,,1,Falls
221587173,152500,7/5/2023,70,M,Employee dies due to pre-existing medical condition,"Cardiovasc Disease,Cardiovasc System,Fall,Fall On Same Level,Natural Causes,Underlying Medical Condition",,,,,,346813488,12,,,,,,1,Falls
221588098,253410,7/5/2023,49,M,"Two employees are killed, three are injured due to fire","Burn,Combustible Dust,Fire,Fire Brigade/Department,Fire Fighter,Foot,Heat,Hot Water,Motor Vehicle,Respiratory,Respiratory Tract,Trapped,structure fire",,,,,,346891427,12,417.0,,,,,2,Vehicle Accidents
221588098,253410,7/5/2023,45,M,"Two employees are killed, three are injured due to fire","Burn,Combustible Dust,Fire,Fire Brigade/Department,Fire Fighter,Foot,Heat,Hot Water,Motor Vehicle,Respiratory,Respiratory Tract,Trapped,structure fire",,,,,,346891427,12,417.0,,,,,4,Vehicle Accidents
221608870,355122,7/5/2023,35,M,Employee dies during outdoor physical fitness training activity,"Cardiac Arrest,Cardiovasc Disease,Cardiovasc System,Exercise,Fire Brigade/Department,Fire Fighter,Heart,Heart Attack,High Blood Pressure,Medical Condition,Medical History,Underlying Medical Condition",,,,,,346818701,12,7022.0,,,,,1,Medical Events
221577810,420600,7/4/2023,36,F,Employee is killed when pinned under water by overturned law,"Crushed,Drown,Drowning,Landscaper,Landscaping,Pinned,Roll-Over,Run Over,Water",,,,,,346811565,14,,,,,,1,Crushed/Caught Between
221577844,316700,7/4/2023,68,M,Employee is killed when riding mower flips over,"Asphyxiated,Fall,Fall From Elevation,Falling Object,Hill,Lawn Mower,Lost Control,Pinned,Roll-Over,Seat Belt,Struck Against,Tree,Water",,,,,,346811706,14,486.0,,,,,1,Falls
221577950,418300,7/4/2023,40,M,Employee is killed by electrocution,"Box truck,Electric Shock,Electrocuted,Energized,Installing,Welder,Welding",,,,,,346812456,13,783.0,,,,,1,Electrocution/Shock
221578891,626000,7/4/2023,35,M,Employee is killed when engulfed by grain,"Collapse,Crushed,Engulfed,Grain,Grain Bin,Struck By,Tractor Trailer",,,,,,346818776,1,889.0,,,,,1,Blunt Force/Struck By Objects
221577554,522500,7/3/2023,34,M,Employee is killed after fall down manhole,"Blunt force trauma,Fall,Fall From Elevation,Fixed Ladder,Hand Tool,Head,Hydrogen Sulfide,Ladder,Lost consciousness,Manhole",I,,30.0,,C,346810047,5,7010.0,26.0,,,,1,Falls
221577687,551800,7/3/2023,47,F,Employee is killed after gunshots fired,"Abdomen,CPR,Chest,Gun,Gunfire,Gunshot,Neck,Police",,,,,,346810674,14,7030.0,,,,,1,Other
221578339,950621,7/3/2023,34,M,Employee is killed via electrocution,"Electrical Burn,Electrocuted,Unresponsive,Water,Welding",,,,,,346815335,13,477.0,,,,,1,Electrocution/Shock
221579741,950615,7/3/2023,54,M,"Employee working near road is struck by vehicle, later dies","Blunt force,Blunt force trauma,Concussion,Fracture,Highway,Highway work zone,Irrigation Equipment,Laborer,Maintenance,Motor Vehicle,Reflective Vest,Repair,Road,Sprinkler,Struck By,Traffic Control",,,,,,346825086,1,889.0,,,,,1,Blunt Force/Struck By Objects
221610777,950411,7/3/2023,35,M,Employee dies via electrocution,"Crane,Crane Operator,Electric Shock,Electrocuted,HVAC,High Voltage,Overhead Power Line",C,,,,B,346817133,13,534.0,24.0,,,,1,Electrocution/Shock
221587116,454510,7/2/2023,28,M,Employee is killed in fall from elevation,"Concrete Floor,Fall,Fall From Elevation,Forklift,Forks",,,,,,346857253,5,999.0,,,,,1,Falls
221576796,521100,7/1/2023,16,M,Employee dies when caught in stick conveyor,"Abdomen,Caught Between,Caught In,Chest,Conveyor,Crushed,Forklift,Lumber Stack,Pinned,Tilt-Frame Hoist,Working Alone",,,,,,346804313,2,,,,,,1,Crushed/Caught Between
221577356,418200,7/1/2023,57,F,Employee dies of heart failure,"Heart,Heart Attack,Lost consciousness,Natural Causes,Preexisting Condition,Truck,Unloading",,,,,,346808389,12,274.0,,,,,1,Vehicle Accidents
221577372,950624,7/1/2023,46,M,Employee dies due to heart disease and excessive use of cocaine,"Cardiovasc Disease,Drug Overdose,Heart",,,,,,346808512,14,889.0,,,,,1,Other
221620164,215000,7/1/2023,30,M,Employee is killed in fall from extension ladder,"Blunt force trauma,Concrete Surface,Extension Ladder,Fall,Fall From Elevation,Ladder,Painter",H,2.0,,,C,347133688,5,889.0,15.0,,20.0,,1,Falls
221577281,627100,6/30/2023,42,M,Employee dies from hyperthermia in hot humid conditions,"Bolting,Emergency Response,Heat,Heat Injury Prevention Program,Heat-related illness,Humidity,Hyperthermia,Steel",C,2.0,,,A,346808090,14,7051.0,55.0,,,,1,Other
221577398,1032100,6/30/2023,0,,Employee is killed when struck by rod,"HEAD,STRUCK BY,WELL",,,,,,346808553,1,779.0,,,,,1,Other
221577448,452110,6/30/2023,60,M,Two employees die when struck by oven doors,"Brain Bleed,Door,Explosion,Head,Natural Gas,Oven,Repair,Struck By",,,,,,346807431,1,999.0,,,,,1,Blunt Force/Struck By Objects
221577448,452110,6/30/2023,55,M,Two employees die when struck by oven doors,"Brain Bleed,Door,Explosion,Head,Natural Gas,Oven,Repair,Struck By",,,,,,346807431,1,999.0,,,,,2,Blunt Force/Struck By Objects
221577497,521700,6/30/2023,53,M,Employee is killed when electrocuted,"Cable,Electrocuted,Installing,Scaffold",,,,,,346809866,13,213.0,,,,,1,Electrocution/Shock
221579196,316700,6/30/2023,65,M,Employee is killed in fall to lower level,"Blunt force trauma,Extension Ladder,Fall,Fall From Elevation,Head,Ladder,Maintenance,Repair,Roof,Trailer",,,,,,346818784,5,519.0,,,,,1,Falls
221580277,950644,6/30/2023,22,M,Employee dies of unknown causes pending coroner report,"Automobile,Cleaning,Fatigue,Maintenance,Motor Vehicle,Stomach",,,,,,346828627,14,0.0,,,,,1,Vehicle Accidents
221580301,453710,6/30/2023,58,F,Employee is killed in fall from elevation,"Blunt force trauma,Chest,Fall,Fall From Elevation,Fire Extinguisher,Head,Inspecting,Lift",,,,,,346808868,6,999.0,,,,,1,Falls
221600851,1055320,6/30/2023,46,M,Employee is killed in fall off bridge,"Bridge,Drowning,Fall,Fall From Elevation",,,,,,346888209,5,999.0,,,,,1,Falls
221576994,419400,6/29/2023,52,M,Employee is killed via drowning,"Drown,Drowning,Landscaping,River",,,,,,346805724,14,,,,,,1,Other
221577158,420600,6/29/2023,47,M,Employee is killed when crushed between pump trailer and concrete truck,"Caught Between,Concrete Truck,Crushed,Trailer",H,,,,A,346806896,2,,42.0,,,,1,Crushed/Caught Between
221577307,626600,6/29/2023,35,M,Employee is killed when forklift overturns,"Crushed,Forklift,Head,Lost Control,Overturn,Ramp",,,,,,346808066,1,,,,,,1,Crushed/Caught Between
221579121,953210,6/29/2023,0,,Employee dies after being struck by sheet metal,"BROKEN BONE,FALLING OBJECT,LEG,MATERIAL HANDLING,SHEET METAL,STRUCK BY",,,,,,346818131,1,783.0,,,,,1,Other
221579212,418800,6/29/2023,52,M,Employee is killed in fall from scissor lift,"Door,Electrical Work,Fall,Fall From Elevation,Fall Protection,Scissor lift,Struck Against,Tips Over",H,1.0,,,A,346817919,5,575.0,29.0,,20.0,20.0,1,Falls
221587132,552700,6/29/2023,59,M,Employee dies of heart attack,"Heart Attack,Working Alone",,,,,,346876121,14,999.0,,,,,1,Medical Events
221589294,111500,6/29/2023,36,M,Employee dies due to suspected drug overdose,"Drug Overdose,Unresponsive",,,,,,346805187,14,869.0,,,,,1,Other
221626179,953210,6/29/2023,64,M,Employee dies after being struck by sheet metal,"Blunt force,Blunt force trauma,Clamp,Equipment Failure,Falling Object,Fracture,Gantry Crane,Leg,Lifting,Overhead Crane,Sheet Metal,Shortness of breath,Struck By",,,,,,346818131,1,717.0,,,,,1,Falls
221576036,626700,6/28/2023,59,M,"Employee dies of heart attack, which may have been heat-related","Heart Attack,Heat,Heat Injury Prevention Program,Heat-related illness",,,,,,346798168,12,758.0,,,,,1,Medical Events
221576762,627100,6/28/2023,35,M,Employee is struck and killed by vehicle on busy highway,"Highway Shoulder,Motor Vehicle,Struck By,Tire",,,,,,346804198,1,505.0,,,,,1,Blunt Force/Struck By Objects
221577075,524200,6/28/2023,58,M,Employee is killed in fall from elevation,"Blunt force trauma,Fall,Fall From Elevation,Head,Hydraulic Fluid,Neck",,,,,,346806375,5,783.0,,,,,1,Falls
221577216,625500,6/28/2023,42,M,Employee is killed when crushed by granite slabs,"Crushed,Falling Object,Head,Torso,Truck Driver",,,,,,346807795,1,804.0,,,,,1,Falls
221577604,627700,6/28/2023,21,M,Employee is killed when shot by gunman,"Food service,Gun,Gunfire,Gunshot,Workplace Violence",,,,,,346805278,14,444.0,,,,,1,Violence
221581705,552652,6/28/2023,37,M,Employee is killed when struck by tree,"Chain Saw,Struck By,Tree,Tree Care,Tree Failure",,,,,,346839996,1,786.0,,,,,1,Blunt Force/Struck By Objects
221575590,454712,6/27/2023,34,M,Employee is killed in fall to ground,"Blunt force trauma,Fall,Fall From Elevation,Fall Protection,Head",,,,,,346795354,5,889.0,,,,,1,Falls
221575723,316100,6/27/2023,25,M,Employee is killed when trying to suppress fire,"Collapse,Fall,Fall From Elevation,Fire Fighter,Smoke,Smoke Inhalation,Trapped,structure fire",,,,,,346796659,5,,,,,,1,Falls
221575798,625500,6/27/2023,58,M,Employee dies of heart attack while doing crane work,"Cardiovasc Disease,Container,Crane,Natural Causes,Sling,Trailer",,,,,,346796881,12,849.0,,,,,1,Vehicle Accidents
221575954,418800,6/27/2023,58,M,Employee is killed when struck by vehicle,"Motor Vehicle,Struck By,Traffic Accident",G,,,,A,346797434,1,7010.0,45.0,,,,1,Blunt Force/Struck By Objects
221575962,552652,6/27/2023,61,M,Employee dies of natural causes,"Cardiovasc Disease,Landscaping,Natural Causes",,,,,,346797939,12,486.0,,,,,1,Medical Events
221575996,524700,6/27/2023,32,M,Employee dies via electrocution,"Bandsaw,Electric Shock,Electrocuted",,,,,,346798119,13,717.0,,,,,1,Electrocution/Shock
221576044,420600,6/27/2023,41,M,Employee dies of underlying medical condition,"Natural Causes,Seizure,Underlying Medical Condition",A,,10.0,,C,346798218,14,588.0,71.0,,,,1,Medical Events
221576291,626000,6/27/2023,59,M,Employee is found unresponsive and dies,Unresponsive,C,2.0,,,A,346800873,12,869.0,12.0,,,,1,Other
221576705,625700,6/27/2023,30,M,Employee dies of natural causes,"Cramp,Hand,Natural Causes,Pressure Wash",M,,0.0,,A,346803182,14,7010.0,35.0,,,,1,Medical Events
221589526,355111,6/27/2023,68,M,Employee is killed in fall from second story roof,"Fall,Fall From Elevation,Ladder,Roof,Unstable Position",A,,40.0,,C,346795594,5,579.0,12.0,,40.0,40.0,1,Falls
221594211,1055360,6/27/2023,63,M,Employee is killed when loader rolls over,"Bee Sting,Embankment,Loader,Medical Condition,Roll-Over",,,,,,346809320,14,999.0,,,,,1,Medical Events
221576085,855610,6/26/2023,56,M,Employee is killed when run over by motor vehicle,"Crushed,Motor Vehicle,Roll,Run Over",,,,,,346798358,1,614.0,,,,,1,Crushed/Caught Between
221576234,420600,6/26/2023,27,M,Employee dies of possible heat-related illness,"Gutter,Heat,Heat Injury Prevention Program,Heat-related illness,Unresponsive",A,1.0,,,C,346800162,14,,23.0,,,,1,Other
221577422,453730,6/26/2023,23,M,"One employee is killed, another employee is injured when struck by vehicle","Flagger,Flagman,Installing,Motor Vehicle,Pipe,Residential Construction,Struck By,Traffic Accident",,,,,,346799133,1,999.0,,,,,1,Blunt Force/Struck By Objects
221578271,830100,6/26/2023,34,M,Employee drowns while being caught on irrigation pipe,"Caught In,Drown,Drowning,Foot,Hand,Irrigation Pipe,Jammed,Stuck",,,,,,346814981,2,889.0,,,,,1,Other
221580582,636900,6/26/2023,46,M,Employee is killed when crushed between gate and trailer,"Caught Between,Crushed,Gate,Pinned,Trailer,Unloading",,,,,,346831985,2,804.0,,,,,1,Crushed/Caught Between
221588353,454510,6/26/2023,38,M,Employee dies from electrocution,"Construction,Contact,Electric Shock,Electrocuted,Energized,Installing,Metal,Residential Construction",,,,,,346807407,13,999.0,,,,,1,Electrocution/Shock
221575145,626300,6/24/2023,46,M,Employee is killed when struck by concrete block,"Concrete Block,Crushed,Struck By",C,2.0,,,A,346792021,1,869.0,28.0,,,,1,Blunt Force/Struck By Objects
221575582,626300,6/24/2023,67,M,Employee dies from medical issues aggravated by heat index,"Aggravated,Heat,Heat Exhaustion,Heat index,Heat-related illness,High Temperature,Humidity,Illness,Irrigation Equipment,Laborer,Medical Condition,Medical History,Natural Causes,Repair,Sprinkler,Underl",,,,,,346795289,14,869.0,,,,,1,Medical Events
221575640,953220,6/24/2023,20,M,Employee commits suicide,"Drug Overdose,Suicide,Unconsciousness",,,,,,346795552,14,734.0,,,,,1,Other
221583024,552651,6/24/2023,30,M,Employee drilling on equipment dies due to electrocution,"Construction,Contact,Drill,Drilling,Electric Shock,Electrical,Electrical Wire,Electrocuted,Glove,Hand,Installing,PPE,PPE Hazard Assessment,Repair,Shock",O,,20.0,,C,346851694,14,,70.0,,,,1,Electrocution/Shock
221574932,522000,6/23/2023,60,M,Employee is killed from head injury when grinding wheel explodes,"Defect,Defective,Defective Equipment,Flying Object,Foundry,Fracture,Grinding Machine,Grinding Wheel,Guard,Hand Tool,Head,Laceration,Lack of Engineering Controls,Machine Guarding,Safety Device,Skull,St",,,,,,346792039,1,644.0,,,,,1,Other
221575319,625500,6/23/2023,28,M,Employee dies by suicide jumping into active aircraft engine,"Aircraft,Airplane,Airport,Chock,Engine,Instantaneous amputation,Suicide,Torso,Traumatic Amputation,ingestion",,,,,,346793938,14,227.0,,,,,1,Other
221575830,855610,6/23/2023,33,M,Employee is killed when crushed by extended crane boom,"Bolt,Boom,Concrete Slab,Crane,Crushed,Falling Object,Pin,Struck By,Tractor Trailer",P,,,,E,346790892,1,,70.0,,,,1,Falls
221582893,420600,6/23/2023,22,M,Employee dies from complications of hyperthermia while working,"Complication,Heat,Heat Injury Prevention Program,Heat-related illness,Hyperthermia,Weather",A,,19.0,,C,346850159,14,,43.0,,,,1,Other
221585441,950632,6/23/2023,57,M,Employee dies of natural causes,"Natural Causes,Underlying Medical Condition",,,,,,346857972,14,0.0,,,,,1,Medical Events
221592199,855610,6/23/2023,33,M,Employee is killed when struck by extended boom,"Bolt,Boom,Broken,Concrete Slab,Crane,Crushed,Lifting,Struck By,Tractor Trailer",P,,,,E,346796832,14,7013.0,70.0,,,,1,Blunt Force/Struck By Objects
221574122,420600,6/22/2023,65,M,Employee is killed when struck by motor vehicle,"Blunt force trauma,Carpenter,Dislocated,Fracture,Head,Motor Vehicle,Neck,Struck By,Traffic Accident",C,,,,A,346784382,1,567.0,42.0,,,,1,Blunt Force/Struck By Objects
221574478,524530,6/22/2023,60,M,Employee dies in explosion while moving shot shell primer,"Air Pressure,Ammunition,Blunt force,Blunt force trauma,Building,Burn,Chemical Reaction,Crushed,Cut,Dock,Dry Explosive,Ejected,Explosion,Explosives,Fire,Flammable Liquid,Heat,High Temperature,Laceratio",,,,,,346787237,1,,,,,,1,Blunt Force/Struck By Objects
221574544,830500,6/22/2023,25,M,Employee is killed in fall from scaffolding,"Erection Process,Fall,Fall From Elevation,Lost Balance,Scaffold",B,8.0,,,A,346787427,5,,12.0,,60.0,60.0,1,Falls
221574627,420600,6/22/2023,54,M,Employee is killed when struck by concrete fence post,"Concrete,Concrete Pole,Crushed,Installing,Retaining Wall,Struck By",B,,,,B,346788060,14,563.0,34.0,,,,1,Blunt Force/Struck By Objects
221574809,626600,6/22/2023,61,M,Employee dies from blunt force trauma in fall from ladder,"Back,Blunt force,Blunt force trauma,Chest,Construction,Demolition,Fall,Fall From Elevation,Fracture,Head,Laborer,Ladder,Spine,Work Surface",,,,,,346791189,5,889.0,,,,,1,Falls
221574957,854910,6/22/2023,41,M,Employee is killed when struck by lid in pump room explosion,"Blunt force,Blunt force trauma,Ejected,Explosion,Face,Flying Object,Fracture,Head,Laceration,Maintenance,Metal,Pool,Pump,Struck By",,,,,,346792245,1,,,,,,1,Blunt Force/Struck By Objects
221575004,950632,6/22/2023,66,M,Employee dies performing security work due to cardiac arrest,"Artery,CPR,Cardiac Arrest,Cardiovasc Disease,Cardiovasc System,Chest,Injury Illness Prevention Program,Lost consciousness,Lung,Medical Condition,Medical History,Respiratory Tract,Security Guard,Underl",,,,,,346792427,12,426.0,,,,,1,Medical Events
221575079,453730,6/22/2023,37,M,Employee treating industrial wastewater is killed in explosion,"Blunt force,Blunt force trauma,Chemical,Chemical Reaction,Explosion,Material Handling,Meat Processing,Operator,Struck By,Sulfuric Acid,Tote Box,Water",,,,,,346792732,14,999.0,,,,,1,Blunt Force/Struck By Objects
221582034,950652,6/22/2023,60,M,Employee is killed when dozer rolls over,"Dozer,Head,Neck,Roll-Over,Seat Belt",,,,,,346788516,6,7020.0,,,,,1,Other
221573876,552651,6/21/2023,53,M,Employee is killed in fall off beam,"Backing Up,Beam,Fall,Fall From Elevation,Sprayed",C,,,,A,346782436,5,,17.0,,18.0,18.0,1,Falls
221573991,551800,6/21/2023,62,M,Employee dies of unknown causes while working overtime,"Concrete Surface,Lost consciousness,Printing,Printing Press,Unresponsive",,,,,,346783558,14,,,,,,1,Other
221575657,552700,6/21/2023,24,M,Employee is killed via electrocution,"Ballast--Lighting,Electrician,Electrocuted,Ladder,Lighting,Unguarded Live Parts,Working Alone",,,,,,346785082,13,999.0,,,,,1,Falls
221576101,214700,6/21/2023,80,M,Employee is killed in fall down stairs,"Blunt force trauma,Fall,Fall From Elevation,Head,Lost Control,Stair",,,,,,346798572,5,268.0,,,,,1,Falls
221578206,729700,6/21/2023,59,M,Employee is killed when tire blows out,"Airplane,Blowout--Tire,Blunt force trauma,Bolt,Changing,Eye,Forehead,Head,High Pressure,Tire",,,,,,346814601,1,519.0,,,,,1,Blunt Force/Struck By Objects
221580921,419400,6/21/2023,43,M,Employee dies of heart attack,"Cleaning,Heart Attack,Heat,Heat Injury Prevention Program",,,,,,346834146,12,453.0,,,,,1,Medical Events
221573348,625700,6/20/2023,29,M,Employee is killed in drowning incident,"Caught Between,Drowning,Hammer,Pinned,Pump",,,,,,346778715,14,829.0,,,,,1,Crushed/Caught Between
221573520,524700,6/20/2023,47,M,Employee dies in fall driving mobile scaffold that overturns,"Blunt force,Blunt force trauma,Boom,Clearance,Competent Person,Concrete Surface,Electrical Work,Equipment Operator,Fall,Fall From Elevation,Guide,Insufficient Supervision,Maintenance,Misjudgment,Misju",,,,,,346780083,5,519.0,,,,,1,Falls
221573751,625700,6/20/2023,35,M,Employee is killed when crushed between powered industrial trucks,"Caught Between,Crushed,Forklift,Forks,Hill,Lost Control,Powered Industrial Vehicle",P,,0.0,,B,346781735,2,869.0,16.0,,,,1,Crushed/Caught Between
221573959,1032500,6/20/2023,21,M,Employee is killed in fall from rooftop,"Brain,Brain Bleed,Fall,Handrail,Internal Bleeding,Roof,Slip,Traumatic Brain Injury",A,,18.0,,B,346783202,5,595.0,43.0,,16.0,18.0,1,Falls
221573983,626300,6/20/2023,66,M,Employee dies from cardiovascular illness with heat illness,"Cardiovasc Disease,Cardiovasc System,Heat index,High Temperature,Hypertension,Hyperthermia,Lost consciousness,Mail Carrier,Medical Condition,Medical History,Postal Worker,Respiratory Tract,Underlying",,,,,,346781420,14,355.0,,,,,1,Medical Events
221574361,627510,6/20/2023,56,M,Employee is killed when struck by pipe wrench,"Actuated,Auger,Blunt force trauma,Hard Hat,Head,Pipe Wrench,Struck By",C,,16.0,,A,346786684,1,,50.0,,,,1,Blunt Force/Struck By Objects
221574395,950621,6/20/2023,57,M,"Employee is found unresponsive, later dies of cardiac arrest","Cardiac Arrest,Cardiovasc Disease,Cardiovasc System,Chest,Heart,Heart Attack,Lost consciousness,Motor Vehicle,Respiratory Tract,Technician,Unconsciousness,Unresponsive,Vehicle",,,,,,346786825,12,215.0,,,,,1,Vehicle Accidents
221577091,419730,6/20/2023,67,M,Employee dies after falling off ladder,"Blunt force trauma,Fall,Fall From Elevation,Head,Ladder",,,,,,346806649,5,7016.0,,,,,1,Falls
221577273,213100,6/20/2023,49,M,Employee is killed when crushed between loading spout and control panel,"Caught Between,Chest,Crushed,Crushing,Loading,Panel,Spout",K,,,,C,346807993,6,759.0,15.0,,,,1,Crushed/Caught Between
221573603,317700,6/19/2023,53,F,Employee is killed when crushed between two rollers,"Back,Catch Point,Caught Between,Chest,Cleaning,Crushed,Hydraulic Equipment,Insufficient Supervision,Lack of Engineering Controls,Lack of Work Procedures,Lockout,Lockout/Tagout,Machine operator,Plastic",,,,,,346780687,2,725.0,,,,,1,Crushed/Caught Between
221573777,1054196,6/19/2023,58,M,"Employee dies from unknown reasons, slumped over PIV wheel","Industrial Truck,Material Handling,PIV,Powered Industrial Vehicle,Stocking,Unresponsive",,,,,,346781941,14,883.0,,,,,1,Vehicle Accidents
221573835,626300,6/19/2023,35,M,Employee dies from heat illness during storm damage repairs,"Electrical Work,Heat Exhaustion,Heat index,Heat-related illness,High Temperature,Hotel,Power Line Worker,Power Lines,Storm,Weather",,,,,,346782477,14,575.0,,,,,1,Other
221574189,636900,6/19/2023,63,M,Employee dies after being electrocuted,"Attic,Cable,Electric Shock,Electrical Burn,Electrocuted,Insulated Tool",,,,,,346784788,13,,,,,,1,Electrocution/Shock
221574387,418200,6/19/2023,60,M,Employee collecting trash is killed when struck by vehicle,"Abdomen,Clothing,Driver,Driving,Garbage Truck,Head,Motor Vehicle,Poor Visibility,Reflective Vest,Road,Struck By,Traffic Accident,Truck Driver,Vehicle",,,,,,346786874,1,,,,,,1,Blunt Force/Struck By Objects
221574817,1032500,6/18/2023,67,M,Employee dies in office from heart attack and CO poisoning,"Agriculture,Agriculture Machinery/Vehicle,Boiler,Carbon Monoxide,Cardiac Arrest,Cardiovasc System,Chemical,Chemical Exposure,Defect,Defective,Defective Equipment,Gas,Heart,Heart Attack,Illness,Overexp",,,,,,346791106,12,889.0,,,,,1,Medical Events
221573728,418800,6/17/2023,27,M,Employee dies from asphyxia after pinned by falling branch,"Asphyxiated,Caught Between,Chest,Falling Object,Landscaper,Landscaping,Misjudgment,Misjudgment of Hazardous Situation,Neck,Pinned,Tree Limb,Tree Trimming",,,,,,346781487,2,,,,,,1,Falls
221573280,626600,6/16/2023,38,F,Employee is killed when struck by motor vehicle,"Blunt force trauma,Head,Motor Vehicle,Shoulder,Struck By",,,,,,346778566,1,,,,,,1,Blunt Force/Struck By Objects
221573462,111100,6/16/2023,31,M,Employee is killed via electrocution,"Aerial Lift,Aerial Lift Controls,Basket,Electrical Burn,Electrocuted,Overhead Power Line",O,,,,A,346777923,13,7055.0,24.0,,,,1,Electrocution/Shock
221573470,830300,6/16/2023,35,M,Employee dies of unknown causes following breathing issues,"Breathing,Climbing,Derrick,Medical Condition,Oil Well Servicing,Servicing,Shortness of breath,Underlying Medical Condition,Unresponsive",,,,,,346779820,14,,,,,,1,Medical Events
221573538,830500,6/16/2023,56,M,Employee is killed in fall off ladder at construction project,"Blunt force trauma,Climbing on Ladder,Construction,Fall,Fall From Elevation,Head,Ladder,Roof",A,3.0,,,A,346779994,5,595.0,43.0,,9.0,,1,Falls
221574031,636900,6/16/2023,34,M,Employee is killed in fall from scissor lift,"Abdomen,Blunt force,Blunt force trauma,Chain,Concrete Floor,Concussion,Contact,Electric Shock,Electrical Burn,Electrical Work,Fall,Fall From Elevation,Fall Protection,Fracture,Guardrail,Hand,Head,Inst",D,,,,B,346783756,5,519.0,25.0,,20.0,20.0,1,Falls
221574510,418600,6/16/2023,67,M,Employee dies from drowning after jumping off sinking boat,"Barge,Boat,Drown,Drowning,Engulfed,Jumping,Lung,Propelled,Shipyard,Struck By,Water,Weather",,,,,,346787385,1,828.0,,,,,1,Blunt Force/Struck By Objects
221619026,830300,6/16/2023,0,,Employee is found dead on derrick,"DERRICK,UNRESPONSIVE",,,,,,346779853,14,614.0,,,,,1,Other
221572431,521100,6/15/2023,27,M,Employee is killed when caught between dumb waiter and safety guardrail,"Falling Object,Fracture,Framing,Guardrail,Head,Hoist,Neck,Struck By,Table Saw,Trapped",C,20.0,,,A,346772445,1,869.0,20.0,,,,1,Falls
221573306,420600,6/15/2023,52,M,Employee is killed in fall through skylight,"Fall,Fall From Elevation,Fall Protection,Panel,Removing,Skylight",Q,1.0,,,C,346778582,5,7047.0,43.0,,19.0,20.0,1,Falls
221573447,626700,6/15/2023,49,M,Employee dies of cardiovascular disease due after exertion,"Artery,Breathing,CPR,Cardiovasc Disease,Cardiovasc System,Heat Exhaustion,Medical Condition,Medical History,Respiratory Tract,Shortness of breath,Underlying Medical Condition,Unresponsive",,,,,,346779663,14,,,,,,1,Medical Events
221573926,552652,6/15/2023,53,M,Employee is killed when experiences cardiac arrest,"Cardiac Arrest,Heart Attack",,,,,,346783111,12,534.0,,,,,1,Medical Events
221577208,552700,6/15/2023,51,M,Employee dies of severe burns after explosion,"Burn,Explosion,Fire,Residential Construction,Spray Painting,Sprayed,Wall",,,,,,346807530,14,999.0,,,,,1,Construction/Material Handling
221578743,854910,6/15/2023,45,M,Employee dies of chemical exposure,"Chemical Exposure,Heart Attack,Stomach,Vomit",,,,,,346818198,14,0.0,,,,,1,Medical Events
221581200,152300,6/15/2023,41,M,Employee dies after fracturing pelvis and femur in fall,"Caught In,Complication,Excavator,Fall,Fall On Same Level,Fracture,Pelvis,Thigh,Tracks",I,,,,E,346812050,2,7025.0,11.0,,,,1,Falls
221583677,552651,6/15/2023,33,M,Employee is killed when crushed by collapsed tower,"Collapse,Cooling Tower,Crushed,Demolition,Falling Object,Head,Struck By,Support Posts",B,4.0,,,B,346773401,1,,45.0,,,,1,Falls
221572183,213900,6/14/2023,40,M,Employee is killed in fall from tree,"Blunt force trauma,Fall,Fall From Elevation,Fall Protection,Head,Leg,Tree,Tree Care",,,,,,346770381,5,,,,,,1,Falls
221572233,950633,6/14/2023,61,M,Employee dies of natural causes,"CPR,Natural Causes,Parking Lot,Unresponsive",,,,,,346770902,12,889.0,,,,,1,Medical Events
